violence_physique,ctrl_score,ethnicite,transmission_intergen,alcool_partenaire,ecart_age,age_femme,religion,age_partenaire,region,occupation_partenaire,age_premiere_union,age_premier_rapport,richesse,education_partenaire,education_femme,attitude_score,autonomie_score,polygamie,residence_partenaire,milieu
0,0,173,0.0,,,49,2,,8,,20,20.0,2,,0,0.0,0,,,1
0,0,173,0.0,0.0,17.0,43,2,60.0,8,11.0,15,15.0,2,1.0,1,0.0,0,,1.0,1
0,0,996,,,10.0,35,2,45.0,8,62.0,15,,2,1.0,1,5.0,0,0.0,2.0,1
0,4,173,0.0,0.0,-4.0,35,2,31.0,8,11.0,14,14.0,2,1.0,0,0.0,0,0.0,1.0,1
0,0,60,0.0,1.0,25.0,43,1,68.0,5,11.0,13,15.0,1,1.0,0,3.0,1,2.0,1.0,2
0,2,60,0.0,,,45,1,,5,,19,19.0,1,,1,1.0,0,,,2
0,1,60,0.0,,,48,5,,5,,15,15.0,1,,0,2.0,0,,,2
0,0,60,0.0,0.0,10.0,20,2,30.0,5,11.0,18,18.0,1,2.0,2,0.0,0,0.0,1.0,2
0,0,60,0.0,2.0,8.0,27,1,35.0,5,11.0,16,16.0,1,0.0,0,1.0,1,0.0,2.0,2
0,1,60,0.0,1.0,11.0,24,2,35.0,5,11.0,15,15.0,1,2.0,1,0.0,2,1.0,2.0,2
0,0,60,0.0,,5.0,25,2,30.0,5,11.0,15,15.0,1,0.0,0,2.0,0,0.0,1.0,2
0,0,60,0.0,,8.0,37,5,45.0,5,62.0,20,14.0,1,0.0,0,0.0,1,0.0,2.0,2
0,0,60,0.0,,17.0,34,5,51.0,5,62.0,14,15.0,1,0.0,0,0.0,3,1.0,2.0,2
0,1,60,0.0,,6.0,26,1,32.0,5,66.0,15,16.0,1,0.0,0,0.0,2,0.0,2.0,2
1,2,202,1.0,2.0,-2.0,35,1,33.0,10,33.0,27,17.0,5,3.0,3,3.0,0,0.0,1.0,1
1,0,229,0.0,2.0,3.0,35,1,38.0,10,62.0,30,17.0,5,2.0,1,0.0,0,0.0,1.0,1
0,0,261,0.0,,21.0,32,1,53.0,10,62.0,23,22.0,5,1.0,2,0.0,0,0.0,1.0,1
1,5,248,,1.0,5.0,24,2,29.0,10,66.0,17,14.0,4,2.0,2,0.0,0,0.0,1.0,1
0,0,189,0.0,,6.0,34,2,40.0,10,66.0,33,20.0,5,2.0,2,0.0,0,0.0,1.0,1
1,5,245,1.0,1.0,,42,2,,10,,21,17.0,4,,2,0.0,0,,,1
0,0,996,0.0,,0.0,39,1,39.0,10,62.0,22,16.0,4,1.0,1,0.0,0,0.0,1.0,1
1,2,235,1.0,2.0,3.0,25,2,28.0,10,64.0,17,15.0,4,1.0,0,0.0,0,0.0,2.0,1
0,1,162,0.0,2.0,10.0,25,1,35.0,10,62.0,17,19.0,4,1.0,2,0.0,0,0.0,1.0,1
1,2,202,0.0,2.0,6.0,22,1,28.0,10,0.0,13,13.0,4,2.0,2,2.0,0,0.0,1.0,1
0,2,176,0.0,,11.0,18,4,29.0,10,62.0,16,14.0,4,2.0,2,1.0,0,0.0,1.0,1
1,5,236,0.0,1.0,23.0,24,1,47.0,10,62.0,17,17.0,3,1.0,2,0.0,0,1.0,1.0,1
0,3,4,0.0,,10.0,22,4,32.0,10,61.0,17,13.0,4,1.0,0,0.0,0,0.0,1.0,1
1,5,107,0.0,2.0,7.0,23,2,30.0,10,66.0,19,13.0,4,2.0,2,1.0,0,0.0,1.0,1
1,4,248,,2.0,16.0,40,1,56.0,10,11.0,20,17.0,4,2.0,2,3.0,0,1.0,1.0,1
0,0,193,,,9.0,37,2,46.0,12,31.0,33,18.0,5,,2,0.0,2,,1.0,1
0,0,236,,,8.0,32,2,40.0,12,62.0,14,18.0,5,2.0,2,0.0,0,0.0,1.0,1
0,1,188,0.0,,12.0,33,1,45.0,12,72.0,19,17.0,4,3.0,2,0.0,0,0.0,1.0,1
0,1,255,0.0,2.0,7.0,32,1,39.0,12,96.0,29,21.0,5,3.0,3,1.0,0,0.0,1.0,1
0,0,232,0.0,,7.0,43,2,50.0,12,21.0,27,18.0,5,3.0,3,0.0,1,0.0,1.0,1
0,0,202,0.0,,9.0,34,1,43.0,12,72.0,16,17.0,5,3.0,2,0.0,0,0.0,2.0,1
0,1,202,0.0,0.0,11.0,25,1,36.0,12,82.0,21,20.0,5,1.0,2,0.0,1,0.0,1.0,1
0,1,202,0.0,0.0,10.0,24,3,34.0,12,21.0,24,18.0,5,2.0,2,0.0,2,0.0,1.0,1
0,0,236,,,0.0,33,1,33.0,12,36.0,32,20.0,5,3.0,3,2.0,1,0.0,1.0,1
0,0,18,0.0,,34.0,40,1,74.0,7,11.0,17,16.0,1,0.0,0,0.0,0,0.0,1.0,2
0,1,14,0.0,,,42,2,,7,,13,14.0,2,,0,2.0,0,,,2
0,0,18,0.0,,-2.0,42,1,40.0,7,11.0,14,14.0,1,1.0,0,3.0,0,0.0,1.0,2
0,1,14,0.0,,5.0,35,2,40.0,7,11.0,15,14.0,2,0.0,0,0.0,0,0.0,1.0,2
1,0,18,1.0,2.0,20.0,46,1,66.0,7,11.0,18,14.0,1,0.0,0,3.0,0,0.0,1.0,2
1,4,18,1.0,1.0,10.0,27,1,37.0,7,11.0,18,18.0,1,1.0,1,0.0,0,0.0,1.0,2
0,0,18,0.0,,4.0,23,2,27.0,7,11.0,15,16.0,3,2.0,1,0.0,0,0.0,1.0,2
0,0,18,0.0,,6.0,16,1,22.0,7,11.0,13,14.0,1,2.0,1,0.0,0,0.0,1.0,2
0,1,77,0.0,,3.0,29,2,32.0,7,11.0,18,18.0,4,1.0,0,0.0,0,0.0,1.0,2
0,1,14,0.0,,20.0,40,7,60.0,7,11.0,18,16.0,1,0.0,0,0.0,0,2.0,1.0,2
0,1,18,0.0,,11.0,30,1,41.0,7,11.0,15,15.0,2,1.0,0,1.0,0,0.0,1.0,2
0,1,14,0.0,,9.0,28,2,37.0,7,11.0,23,21.0,2,0.0,0,0.0,0,1.0,1.0,2
1,4,14,0.0,1.0,8.0,32,1,40.0,7,11.0,30,15.0,2,0.0,0,0.0,0,0.0,1.0,2
0,1,18,0.0,,10.0,40,7,50.0,7,11.0,18,22.0,1,0.0,0,0.0,0,0.0,1.0,2
0,1,77,0.0,,23.0,27,2,50.0,7,11.0,22,16.0,1,0.0,0,0.0,0,0.0,1.0,2
1,3,18,0.0,1.0,,30,1,,7,,15,16.0,1,,0,0.0,0,,,2
1,0,33,0.0,2.0,6.0,38,1,44.0,5,11.0,18,18.0,1,2.0,1,0.0,0,0.0,1.0,2
0,0,33,0.0,2.0,4.0,38,1,42.0,5,11.0,18,17.0,1,1.0,1,0.0,3,0.0,1.0,2
0,0,33,0.0,,2.0,33,5,35.0,5,11.0,20,20.0,1,1.0,0,0.0,0,0.0,1.0,2
1,3,33,0.0,2.0,11.0,36,1,47.0,5,11.0,18,14.0,1,2.0,0,5.0,0,0.0,1.0,2
0,0,33,0.0,,5.0,35,1,40.0,5,11.0,16,16.0,1,2.0,1,0.0,0,0.0,1.0,2
0,0,33,0.0,,9.0,19,7,28.0,5,11.0,15,16.0,1,1.0,0,1.0,0,0.0,2.0,2
0,4,33,1.0,2.0,10.0,24,5,34.0,5,11.0,20,18.0,1,2.0,0,5.0,0,0.0,1.0,2
0,3,33,0.0,1.0,,42,5,,5,,16,12.0,1,,0,5.0,0,,,2
1,0,33,0.0,2.0,11.0,34,1,45.0,5,11.0,18,19.0,1,1.0,0,0.0,0,0.0,1.0,2
0,4,33,0.0,,2.0,33,1,35.0,5,11.0,13,14.0,1,2.0,1,5.0,0,0.0,1.0,2
0,0,33,1.0,2.0,14.0,30,1,44.0,5,11.0,17,17.0,1,1.0,0,1.0,3,0.0,1.0,2
1,4,33,0.0,1.0,,29,7,,5,,13,13.0,1,,0,0.0,0,,,2
0,0,33,0.0,,,49,7,,5,,15,15.0,1,,0,1.0,0,,,2
0,0,33,0.0,,4.0,39,1,43.0,5,11.0,22,23.0,1,1.0,0,0.0,1,0.0,1.0,2
1,5,33,1.0,1.0,10.0,35,1,45.0,5,11.0,14,14.0,1,2.0,0,4.0,0,0.0,1.0,2
1,0,33,0.0,,,48,1,,5,,14,14.0,1,,1,4.0,0,,,2
0,0,33,1.0,,6.0,38,1,44.0,5,11.0,12,,1,2.0,1,0.0,0,1.0,1.0,2
0,1,5,0.0,,7.0,48,4,55.0,5,11.0,17,17.0,1,1.0,0,5.0,0,0.0,1.0,1
0,0,5,0.0,,5.0,30,4,35.0,5,62.0,16,14.0,3,0.0,0,0.0,0,1.0,1.0,1
0,2,33,1.0,2.0,11.0,19,1,30.0,5,11.0,16,15.0,1,0.0,1,0.0,0,0.0,1.0,1
0,1,5,0.0,,3.0,22,4,25.0,5,11.0,16,15.0,1,0.0,0,0.0,0,0.0,1.0,1
0,3,996,0.0,,2.0,18,2,20.0,5,62.0,13,14.0,2,0.0,0,2.0,0,0.0,1.0,1
1,0,33,0.0,,14.0,31,4,45.0,5,,19,18.0,2,0.0,0,0.0,3,1.0,1.0,1
0,3,5,0.0,,6.0,27,4,33.0,5,82.0,19,16.0,3,0.0,0,1.0,0,1.0,1.0,1
0,0,61,0.0,,15.0,22,4,37.0,5,11.0,15,15.0,2,0.0,0,0.0,0,1.0,1.0,1
1,0,5,0.0,,11.0,34,4,45.0,5,73.0,16,16.0,3,0.0,0,0.0,0,0.0,1.0,1
0,0,1,0.0,,17.0,48,4,65.0,5,11.0,12,13.0,1,0.0,0,5.0,0,3.0,1.0,1
0,0,5,0.0,,9.0,20,4,29.0,5,62.0,14,14.0,3,0.0,0,5.0,0,0.0,1.0,1
0,0,3,0.0,,9.0,25,4,34.0,5,62.0,22,22.0,2,1.0,0,0.0,0,0.0,1.0,1
0,2,1,0.0,,20.0,22,4,42.0,5,42.0,14,14.0,2,0.0,0,3.0,0,0.0,1.0,1
0,2,33,0.0,,16.0,18,4,34.0,5,62.0,15,15.0,2,0.0,0,0.0,0,1.0,1.0,1
0,3,5,0.0,,9.0,18,4,27.0,5,62.0,17,17.0,2,0.0,1,4.0,0,0.0,1.0,1
0,0,5,0.0,,22.0,40,4,62.0,5,11.0,17,17.0,4,0.0,0,2.0,2,1.0,1.0,1
0,0,101,0.0,,6.0,24,2,30.0,5,11.0,14,12.0,1,0.0,0,0.0,0,0.0,1.0,2
0,1,101,0.0,2.0,4.0,25,5,29.0,5,11.0,18,17.0,1,1.0,1,0.0,0,0.0,1.0,2
0,4,101,0.0,,,38,5,,5,,30,17.0,1,,0,3.0,0,,,2
1,1,101,1.0,2.0,10.0,20,5,30.0,5,73.0,11,11.0,1,1.0,1,0.0,1,1.0,1.0,2
0,0,101,1.0,1.0,22.0,28,5,50.0,5,11.0,18,19.0,1,1.0,0,0.0,0,1.0,1.0,2
0,1,996,1.0,2.0,17.0,18,5,35.0,5,11.0,15,15.0,1,1.0,1,0.0,0,0.0,1.0,2
0,1,101,1.0,2.0,4.0,33,2,37.0,5,62.0,10,19.0,1,1.0,1,2.0,1,0.0,1.0,2
0,3,101,0.0,,2.0,25,5,27.0,5,11.0,13,17.0,1,1.0,0,1.0,1,0.0,1.0,2
0,0,101,1.0,0.0,37.0,45,5,82.0,5,0.0,16,17.0,1,0.0,0,0.0,1,5.0,1.0,2
1,0,101,1.0,1.0,17.0,25,5,42.0,5,11.0,15,15.0,1,0.0,0,0.0,0,0.0,1.0,2
1,4,101,0.0,1.0,3.0,18,1,21.0,5,11.0,17,17.0,1,2.0,2,0.0,0,1.0,1.0,2
0,1,101,0.0,,4.0,20,2,24.0,5,63.0,18,17.0,1,2.0,0,1.0,1,0.0,2.0,2
1,2,158,0.0,,1.0,37,2,38.0,11,75.0,20,18.0,4,2.0,2,3.0,1,0.0,1.0,1
0,1,173,0.0,2.0,7.0,33,2,40.0,11,31.0,31,18.0,4,0.0,1,1.0,0,0.0,2.0,1
0,0,232,0.0,0.0,8.0,30,2,38.0,11,62.0,26,23.0,5,2.0,3,0.0,0,0.0,1.0,1
0,1,213,0.0,,10.0,40,2,50.0,11,62.0,35,19.0,5,2.0,3,0.0,0,0.0,1.0,1
0,1,173,0.0,2.0,,38,2,,11,,18,15.0,4,,1,0.0,0,,,1
1,1,173,0.0,2.0,10.0,32,1,42.0,11,73.0,26,17.0,4,2.0,2,0.0,0,0.0,1.0,1
1,4,232,0.0,1.0,10.0,32,1,42.0,11,96.0,29,18.0,5,3.0,3,0.0,1,0.0,1.0,1
0,2,213,0.0,,6.0,38,2,44.0,11,66.0,31,18.0,5,1.0,2,0.0,0,0.0,1.0,1
0,3,996,0.0,,10.0,27,3,37.0,11,66.0,26,16.0,4,1.0,2,2.0,0,1.0,1.0,1
0,2,168,0.0,0.0,13.0,31,1,44.0,11,72.0,26,22.0,4,1.0,2,0.0,0,0.0,1.0,1
0,3,236,0.0,,10.0,33,3,43.0,2,77.0,17,15.0,2,2.0,1,1.0,0,,1.0,2
0,1,242,1.0,1.0,9.0,33,2,42.0,2,11.0,20,17.0,2,1.0,1,0.0,2,0.0,1.0,2
1,2,996,0.0,1.0,,49,3,,2,,14,13.0,1,,1,0.0,0,,,2
0,5,236,1.0,2.0,5.0,35,3,40.0,2,62.0,29,17.0,2,2.0,2,0.0,1,,1.0,2
1,4,236,1.0,2.0,12.0,40,2,52.0,2,11.0,20,20.0,1,1.0,2,3.0,0,0.0,1.0,2
0,1,242,0.0,,0.0,28,2,28.0,2,62.0,16,13.0,2,1.0,1,0.0,0,0.0,1.0,2
1,2,256,0.0,1.0,12.0,20,3,32.0,2,11.0,14,14.0,2,1.0,1,3.0,0,0.0,1.0,2
0,2,236,0.0,,10.0,28,3,38.0,2,14.0,26,14.0,1,1.0,1,0.0,1,0.0,1.0,2
1,2,242,1.0,,5.0,25,3,30.0,2,11.0,18,16.0,2,2.0,1,5.0,0,0.0,1.0,2
0,2,996,1.0,2.0,3.0,38,3,41.0,2,72.0,16,16.0,2,2.0,1,0.0,0,0.0,1.0,2
1,0,242,1.0,1.0,-6.0,36,3,30.0,2,11.0,29,16.0,2,2.0,2,0.0,0,0.0,1.0,2
1,2,242,0.0,1.0,-6.0,33,2,27.0,2,11.0,24,14.0,2,1.0,1,0.0,0,0.0,1.0,2
1,1,242,0.0,1.0,5.0,32,3,37.0,2,11.0,28,15.0,2,1.0,2,3.0,0,0.0,1.0,2
0,0,236,1.0,1.0,7.0,28,2,35.0,2,15.0,16,14.0,1,2.0,2,0.0,0,0.0,1.0,2
0,2,61,0.0,,6.0,23,1,29.0,5,11.0,20,18.0,1,0.0,0,3.0,0,0.0,1.0,2
0,1,33,0.0,,12.0,30,1,42.0,5,11.0,14,15.0,2,0.0,0,0.0,0,2.0,1.0,2
1,0,38,0.0,1.0,14.0,29,2,43.0,5,11.0,14,13.0,2,0.0,1,0.0,0,0.0,1.0,2
0,1,5,0.0,,12.0,22,4,34.0,5,11.0,19,15.0,2,0.0,0,5.0,0,1.0,1.0,2
0,0,61,0.0,,16.0,37,4,53.0,5,11.0,15,15.0,2,0.0,0,2.0,0,1.0,1.0,2
0,0,5,0.0,,5.0,20,4,25.0,5,42.0,16,16.0,2,1.0,0,0.0,0,0.0,1.0,2
1,0,33,0.0,,3.0,26,2,29.0,5,11.0,20,19.0,1,0.0,1,0.0,0,0.0,1.0,2
1,5,5,0.0,,,18,4,,5,,14,14.0,1,,0,2.0,0,,,2
0,1,33,1.0,,4.0,18,1,22.0,5,11.0,14,15.0,2,2.0,2,5.0,0,0.0,1.0,2
0,0,996,0.0,0.0,7.0,21,2,28.0,5,11.0,17,17.0,2,2.0,2,0.0,0,0.0,1.0,2
0,0,38,0.0,,14.0,26,1,40.0,5,11.0,14,16.0,1,0.0,0,0.0,0,1.0,2.0,2
1,0,42,0.0,2.0,4.0,18,1,22.0,5,11.0,15,16.0,1,2.0,1,0.0,0,0.0,1.0,2
0,0,5,0.0,,11.0,37,4,48.0,5,11.0,15,15.0,2,1.0,0,0.0,1,0.0,1.0,2
0,0,33,0.0,,-1.0,27,2,26.0,5,11.0,20,18.0,2,2.0,1,0.0,0,0.0,1.0,2
0,1,5,0.0,,13.0,15,5,28.0,5,11.0,15,15.0,1,1.0,1,0.0,0,0.0,1.0,2
0,2,33,0.0,,7.0,29,3,36.0,5,11.0,13,14.0,2,2.0,1,2.0,0,0.0,1.0,2
0,0,3,0.0,,7.0,28,4,35.0,5,11.0,17,18.0,1,0.0,0,0.0,0,0.0,1.0,2
0,3,42,0.0,,4.0,24,3,28.0,5,11.0,19,20.0,1,2.0,2,1.0,0,0.0,1.0,2
1,2,4,0.0,,38.0,25,4,63.0,7,62.0,13,14.0,4,0.0,0,0.0,0,1.0,1.0,1
1,0,54,1.0,,22.0,30,4,52.0,7,62.0,22,18.0,3,1.0,1,1.0,0,1.0,1.0,1
0,0,98,0.0,,13.0,34,4,47.0,7,11.0,16,18.0,1,,1,0.0,0,1.0,2.0,1
0,2,3,0.0,,22.0,47,4,69.0,7,21.0,15,15.0,3,0.0,0,2.0,0,1.0,2.0,1
0,0,3,0.0,,15.0,15,4,30.0,7,62.0,12,13.0,3,0.0,0,0.0,0,0.0,2.0,1
0,2,33,1.0,,6.0,29,2,35.0,7,11.0,17,17.0,3,1.0,1,0.0,0,0.0,1.0,1
1,3,18,1.0,,3.0,22,3,25.0,7,11.0,15,15.0,2,2.0,2,0.0,0,0.0,1.0,1
0,0,45,0.0,,,40,4,,7,,12,15.0,2,,0,0.0,0,,,1
1,1,98,1.0,2.0,3.0,40,1,43.0,7,42.0,24,21.0,4,2.0,2,0.0,0,0.0,1.0,1
1,3,45,1.0,,4.0,34,4,38.0,7,72.0,15,14.0,2,2.0,0,4.0,0,0.0,2.0,1
0,2,45,0.0,,14.0,20,4,34.0,7,11.0,15,16.0,3,1.0,1,0.0,0,0.0,1.0,1
0,2,45,0.0,,30.0,20,4,50.0,7,62.0,13,13.0,4,1.0,0,0.0,0,1.0,1.0,1
1,5,18,0.0,1.0,26.0,36,1,62.0,7,82.0,15,14.0,2,1.0,1,0.0,0,0.0,1.0,1
1,0,31,0.0,,2.0,39,2,41.0,7,54.0,21,21.0,4,2.0,1,0.0,0,0.0,1.0,1
0,1,1,0.0,,22.0,21,4,43.0,7,62.0,14,14.0,4,0.0,2,0.0,0,1.0,1.0,1
0,3,43,0.0,,-10.0,49,4,39.0,7,62.0,28,28.0,4,0.0,0,0.0,0,1.0,1.0,1
1,5,996,0.0,,,20,2,,7,,18,14.0,2,,1,0.0,0,,,1
0,1,47,0.0,,,46,2,,7,,20,14.0,2,,0,0.0,0,,,1
1,0,101,0.0,,29.0,39,2,68.0,7,11.0,18,19.0,3,2.0,0,0.0,0,1.0,1.0,1
1,1,132,1.0,,8.0,34,3,42.0,8,11.0,29,19.0,2,2.0,2,2.0,0,0.0,1.0,1
1,2,165,1.0,,,23,2,,8,,20,17.0,3,,2,2.0,0,,,1
0,0,996,,0.0,2.0,38,1,40.0,8,54.0,16,,3,1.0,2,2.0,0,0.0,1.0,1
0,0,996,0.0,,,37,1,,8,,17,16.0,2,,0,0.0,0,,,1
1,4,132,1.0,0.0,10.0,31,1,41.0,8,11.0,14,16.0,3,2.0,2,1.0,0,0.0,1.0,1
0,3,132,1.0,2.0,,39,1,,8,,18,17.0,2,,1,3.0,0,,,1
1,3,132,0.0,,4.0,30,1,34.0,8,62.0,16,16.0,3,2.0,2,2.0,0,1.0,1.0,1
0,0,996,1.0,,9.0,18,1,27.0,8,11.0,15,11.0,2,2.0,2,3.0,0,0.0,1.0,1
1,1,132,1.0,1.0,,42,1,,8,,29,12.0,3,,1,2.0,0,,,1
1,2,132,0.0,0.0,8.0,28,2,36.0,8,11.0,20,15.0,3,1.0,2,2.0,0,0.0,2.0,1
0,4,132,0.0,0.0,10.0,26,1,36.0,8,63.0,14,13.0,2,1.0,1,0.0,0,0.0,1.0,1
1,1,216,0.0,2.0,2.0,47,2,49.0,6,15.0,44,14.0,3,1.0,1,3.0,1,0.0,1.0,2
0,2,216,0.0,,4.0,26,1,30.0,6,62.0,14,15.0,3,2.0,2,2.0,2,0.0,1.0,2
0,0,216,0.0,,12.0,36,2,48.0,6,72.0,34,13.0,3,1.0,1,0.0,0,0.0,1.0,2
0,0,216,0.0,0.0,7.0,20,2,27.0,6,66.0,16,15.0,3,2.0,2,2.0,2,0.0,1.0,2
1,2,216,1.0,2.0,5.0,29,2,34.0,6,11.0,21,19.0,3,1.0,1,0.0,0,0.0,1.0,2
1,3,232,0.0,2.0,4.0,38,2,42.0,6,11.0,16,14.0,3,1.0,2,1.0,0,0.0,1.0,2
1,3,216,1.0,1.0,2.0,27,2,29.0,6,11.0,23,14.0,3,1.0,2,2.0,0,0.0,1.0,2
1,0,216,1.0,1.0,4.0,30,2,34.0,6,11.0,11,14.0,3,1.0,1,1.0,0,0.0,1.0,2
1,2,199,0.0,2.0,4.0,39,1,43.0,3,62.0,32,17.0,5,,2,0.0,1,0.0,1.0,1
0,1,232,1.0,0.0,2.0,21,3,23.0,3,76.0,19,16.0,5,2.0,2,1.0,2,0.0,1.0,1
1,3,179,,1.0,,38,7,,3,,21,18.0,4,,2,0.0,0,,,1
1,3,137,,1.0,12.0,22,2,34.0,3,76.0,19,15.0,4,2.0,2,0.0,0,0.0,1.0,1
1,3,229,1.0,2.0,4.0,28,1,32.0,3,42.0,23,18.0,5,3.0,2,0.0,0,0.0,1.0,1
0,2,150,0.0,2.0,,33,1,,8,,18,15.0,1,,1,0.0,0,,,2
0,2,177,0.0,,11.0,24,4,35.0,8,11.0,18,15.0,3,1.0,1,0.0,0,0.0,1.0,2
0,1,177,0.0,,10.0,28,4,38.0,8,62.0,14,16.0,4,1.0,1,1.0,0,0.0,1.0,2
0,1,150,0.0,0.0,,22,1,,8,,17,17.0,2,,2,0.0,0,,,2
0,0,150,0.0,,8.0,34,4,42.0,8,62.0,30,29.0,4,1.0,1,5.0,0,0.0,2.0,2
0,0,177,0.0,,38.0,22,4,60.0,8,11.0,17,15.0,3,1.0,1,5.0,0,0.0,1.0,2
0,0,4,0.0,,47.0,48,4,95.0,8,78.0,15,12.0,2,0.0,0,0.0,0,0.0,2.0,2
1,4,177,0.0,1.0,,48,2,,8,,27,22.0,2,,2,0.0,0,,,2
0,1,173,0.0,0.0,10.0,22,1,32.0,8,72.0,15,16.0,3,1.0,1,0.0,0,0.0,1.0,2
0,0,150,0.0,1.0,,46,4,,8,,30,16.0,1,,1,5.0,0,,,2
0,0,177,0.0,,,47,4,,8,,15,16.0,1,,0,5.0,0,,,2
0,1,55,0.0,,10.0,42,1,52.0,12,74.0,14,14.0,3,1.0,1,0.0,2,1.0,2.0,1
0,0,55,0.0,,5.0,32,2,37.0,12,0.0,17,15.0,3,1.0,1,0.0,2,0.0,1.0,1
0,0,232,0.0,,-5.0,36,1,31.0,12,36.0,34,19.0,5,3.0,2,0.0,1,0.0,1.0,1
1,1,236,1.0,1.0,,39,1,,12,,20,16.0,4,,2,0.0,0,,,1
0,3,55,0.0,0.0,1.0,45,2,46.0,12,82.0,16,16.0,4,0.0,0,0.0,2,0.0,1.0,1
0,0,55,0.0,,1.0,46,1,47.0,12,82.0,25,18.0,3,1.0,1,0.0,0,0.0,1.0,1
1,3,238,0.0,1.0,11.0,27,3,38.0,12,66.0,17,15.0,4,2.0,2,0.0,2,0.0,1.0,1
0,0,229,,,,44,1,,12,,12,13.0,4,,1,0.0,0,,,1
1,2,55,0.0,1.0,10.0,24,2,34.0,12,82.0,18,19.0,4,1.0,1,1.0,0,0.0,1.0,1
0,0,193,,0.0,,49,3,,12,,23,20.0,4,,1,0.0,0,,,1
1,1,55,0.0,,0.0,30,4,30.0,12,62.0,18,14.0,3,0.0,0,4.0,0,,1.0,1
1,5,78,1.0,1.0,,20,3,,4,,14,13.0,3,,1,2.0,0,,,2
1,4,79,0.0,1.0,12.0,33,2,45.0,4,11.0,13,13.0,3,1.0,1,0.0,0,1.0,1.0,2
0,3,78,0.0,1.0,16.0,27,2,43.0,4,11.0,22,13.0,2,1.0,1,0.0,0,1.0,1.0,2
0,2,78,1.0,,5.0,20,2,25.0,4,11.0,20,12.0,1,1.0,1,0.0,0,0.0,1.0,2
1,0,78,1.0,2.0,,30,1,,4,,17,15.0,2,,2,0.0,0,,,2
1,0,78,1.0,2.0,-5.0,32,1,27.0,4,11.0,23,12.0,1,2.0,1,0.0,0,0.0,1.0,2
0,4,78,1.0,1.0,3.0,46,1,49.0,4,11.0,16,17.0,3,1.0,1,0.0,3,0.0,1.0,2
0,0,78,1.0,2.0,20.0,36,1,56.0,4,11.0,13,12.0,1,1.0,1,2.0,0,0.0,1.0,2
0,5,78,0.0,2.0,13.0,23,2,36.0,4,11.0,14,12.0,2,2.0,1,0.0,0,2.0,1.0,2
0,2,78,1.0,,12.0,30,1,42.0,4,62.0,18,16.0,1,1.0,0,2.0,0,0.0,1.0,2
0,0,78,0.0,2.0,2.0,26,3,28.0,4,11.0,14,13.0,1,1.0,1,0.0,1,0.0,1.0,2
0,3,78,0.0,1.0,3.0,16,1,19.0,4,11.0,13,12.0,2,1.0,1,0.0,0,0.0,1.0,2
0,3,78,1.0,1.0,5.0,32,1,37.0,4,11.0,11,12.0,3,1.0,1,0.0,0,0.0,1.0,2
0,0,78,0.0,2.0,1.0,24,3,25.0,4,11.0,17,16.0,1,2.0,1,0.0,0,1.0,1.0,2
0,2,189,0.0,0.0,12.0,48,2,60.0,9,0.0,17,18.0,4,2.0,1,0.0,2,0.0,1.0,1
0,0,202,0.0,2.0,,33,1,,9,,24,16.0,4,,2,0.0,0,,,1
1,2,193,0.0,1.0,3.0,23,2,26.0,9,36.0,21,17.0,5,2.0,2,0.0,0,0.0,1.0,1
1,3,202,0.0,2.0,3.0,29,2,32.0,9,78.0,28,21.0,4,1.0,3,0.0,0,0.0,1.0,1
0,1,193,0.0,,5.0,48,1,53.0,9,33.0,22,17.0,4,3.0,3,0.0,0,0.0,2.0,1
1,1,193,1.0,0.0,4.0,28,2,32.0,9,73.0,19,17.0,4,1.0,2,0.0,0,0.0,1.0,1
0,0,199,0.0,,4.0,30,1,34.0,9,66.0,18,17.0,5,2.0,2,0.0,0,0.0,1.0,1
1,4,202,1.0,,,37,2,,9,,30,18.0,3,,2,0.0,0,,,1
0,1,193,0.0,,6.0,20,2,26.0,9,33.0,19,17.0,4,2.0,2,0.0,0,0.0,1.0,1
0,1,250,0.0,0.0,4.0,22,1,26.0,9,32.0,19,16.0,5,3.0,3,0.0,0,0.0,1.0,1
1,4,202,0.0,1.0,,33,1,,9,,16,17.0,4,,2,0.0,0,,,1
1,0,244,0.0,1.0,2.0,40,3,42.0,2,72.0,14,15.0,3,1.0,1,0.0,2,0.0,1.0,1
0,1,3,0.0,,20.0,22,4,42.0,2,66.0,15,15.0,4,0.0,0,0.0,0,0.0,1.0,1
0,3,234,1.0,2.0,2.0,41,1,43.0,2,72.0,23,19.0,3,2.0,2,1.0,0,,2.0,1
0,0,236,0.0,,11.0,42,1,53.0,2,43.0,24,17.0,5,3.0,2,0.0,0,0.0,2.0,1
1,0,244,0.0,2.0,11.0,22,1,33.0,2,72.0,18,18.0,3,1.0,1,0.0,1,0.0,1.0,1
0,0,234,0.0,1.0,11.0,24,3,35.0,2,42.0,16,14.0,4,2.0,2,0.0,0,0.0,1.0,1
0,1,3,0.0,,25.0,25,4,50.0,2,46.0,15,16.0,4,1.0,0,0.0,0,2.0,1.0,1
0,2,216,1.0,1.0,9.0,26,2,35.0,3,43.0,20,18.0,5,2.0,2,0.0,0,0.0,1.0,1
1,2,239,1.0,,,36,3,,3,,34,19.0,5,,2,2.0,0,,,1
1,1,232,0.0,2.0,,38,2,,3,,23,17.0,5,,2,0.0,0,,,1
